Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
MG;Minas Gerais;Ambos;2023;157603;741.75;648.84;21247401
MG;Minas Gerais;Ambos;2024;163668;767.58;655.48;21322691
MG;Minas Gerais;Ambos;2025;153428;717.17;596.36;21393441
MG;Minas Gerais;Homens;2000;54824;610.44;915.02;8981127
MG;Minas Gerais;Homens;2001;56007;616.56;914.9;9083827
MG;Minas Gerais;Homens;2002;55778;607.45;883.95;9182335
MG;Minas Gerais;Homens;2003;60273;649.8;935.05;9275588
MG;Minas Gerais;Homens;2004;62001;662.13;937.35;9363809
MG;Minas Gerais;Homens;2005;61358;649.47;901.96;9447341
MG;Minas Gerais;Homens;2006;64244;674.46;924.75;9525203
MG;Minas Gerais;Homens;2007;64125;668.18;899.6;9597008
MG;Minas Gerais;Homens;2008;64239;664.58;879.71;9666160
MG;Minas Gerais;Homens;2009;65057;668.4;868.11;9733267
MG;Minas Gerais;Homens;2010;68179;696.79;890.13;9784660
MG;Minas Gerais;Homens;2011;69492;707.1;880.56;9827741
MG;Minas Gerais;Homens;2012;70645;714.96;870.71;9880908
MG;Minas Gerais;Homens;2013;70976;714.12;851.38;9938887
MG;Minas Gerais;Homens;2014;71794;717.95;837.04;9999854
MG;Minas Gerais;Homens;2015;73347;728.94;833.43;10062133
MG;Minas Gerais;Homens;2016;75837;749.51;838.03;10118179
MG;Minas Gerais;Homens;2017;76972;756.99;829;10168215
MG;Minas Gerais;Homens;2018;75052;734.52;785.71;10217846
MG;Minas Gerais;Homens;2019;77557;755;790.12;10272433
MG;Minas Gerais;Homens;2020;84432;817.59;837.27;10326887
MG;Minas Gerais;Homens;2021;104471;1007.89;1010.32;10365332
MG;Minas Gerais;Homens;2022;88203;848.81;837.42;10391331
MG;Minas Gerais;Homens;2023;86068;825.83;795.88;10421947
MG;Minas Gerais;Homens;2024;89043;851.56;800.76;10456416
MG;Minas Gerais;Homens;2025;83428;795.42;729.32;10488602
MG;Minas Gerais;Mulheres;2000;41269;447.1;593.31;9230285
MG;Minas Gerais;Mulheres;2001;41927;448.97;588.85;9338426
MG;Minas Gerais;Mulheres;2002;42035;445.19;574.91;9442075
MG;Minas Gerais;Mulheres;2003;44450;465.89;591.24;9540780
MG;Minas Gerais;Mulheres;2004;45311;470.28;586.49;9634988
MG;Minas Gerais;Mulheres;2005;44886;461.55;564.08;9725095
MG;Minas Gerais;Mulheres;2006;47545;484.62;580.8;9810700
MG;Minas Gerais;Mulheres;2007;47211;477.34;560.06;9890363
MG;Minas Gerais;Mulheres;2008;48497;486.57;558.01;9967068
MG;Minas Gerais;Mulheres;2009;49217;490.14;549.29;10041509
MG;Minas Gerais;Mulheres;2010;52594;520.65;569.51;10101649
MG;Minas Gerais;Mulheres;2011;53121;523.17;557.38;10153774
MG;Minas Gerais;Mulheres;2012;54385;532.5;552.91;10213202
MG;Minas Gerais;Mulheres;2013;54830;533.58;540.01;10275834
MG;Minas Gerais;Mulheres;2014;55719;538.81;530.83;10341063
MG;Minas Gerais;Mulheres;2015;57809;555.42;532.6;10408070
MG;Minas Gerais;Mulheres;2016;59359;566.94;530.42;10469989
MG;Minas Gerais;Mulheres;2017;61116;580.58;527.41;10526788
MG;Minas Gerais;Mulheres;2018;60551;572.13;506.19;10583392
MG;Minas Gerais;Mulheres;2019;63449;596.08;513.57;10644318
MG;Minas Gerais;Mulheres;2020;67663;632.06;532.2;10705122
MG;Minas Gerais;Mulheres;2021;85579;795.96;661.7;10751685
MG;Minas Gerais;Mulheres;2022;74393;689.65;554.6;10787070
MG;Minas Gerais;Mulheres;2023;71502;660.5;519.48;10825454
MG;Minas Gerais;Mulheres;2024;74597;686.5;527.59;10866275
MG;Minas Gerais;Mulheres;2025;69981;641.74;479.83;10904839
MS;Mato Grosso do Sul;Ambos;2000;11078;512.28;800.03;2162474
MS;Mato Grosso do Sul;Ambos;2001;11213;510.88;786.97;2194851
MS;Mato Grosso do Sul;Ambos;2002;11421;512.73;781.06;2227484
MS;Mato Grosso do Sul;Ambos;2003;12161;538.04;814.79;2260241
MS;Mato Grosso do Sul;Ambos;2004;12562;547.82;813.02;2293097
MS;Mato Grosso do Sul;Ambos;2005;12508;537.71;786.56;2326157
MS;Mato Grosso do Sul;Ambos;2006;12760;540.73;780.61;2359753
MS;Mato Grosso do Sul;Ambos;2007;13208;552.16;788.44;2392064
MS;Mato Grosso do Sul;Ambos;2008;13235;545.69;764.81;2425369
MS;Mato Grosso do Sul;Ambos;2009;13610;553.36;759.24;2459515
MS;Mato Grosso do Sul;Ambos;2010;14471;581.11;791.17;2490254
MS;Mato Grosso do Sul;Ambos;2011;14291;567.08;757.7;2520122
MS;Mato Grosso do Sul;Ambos;2012;14634;573.34;751.55;2552390
MS;Mato Grosso do Sul;Ambos;2013;14921;577.11;742.39;2585456
MS;Mato Grosso do Sul;Ambos;2014;15063;575.1;726.51;2619176
MS;Mato Grosso do Sul;Ambos;2015;15457;582.64;725.35;2652939
MS;Mato Grosso do Sul;Ambos;2016;16749;623.86;762.42;2684756
MS;Mato Grosso do Sul;Ambos;2017;15954;587.5;706.34;2715557
MS;Mato Grosso do Sul;Ambos;2018;16600;604.48;712.86;2746161
MS;Mato Grosso do Sul;Ambos;2019;16815;605.5;699.82;2777028
MS;Mato Grosso do Sul;Ambos;2020;19051;678.73;771.53;2806866
MS;Mato Grosso do Sul;Ambos;2021;25049;884.52;985.94;2831943
MS;Mato Grosso do Sul;Ambos;2022;20434;715.88;789.53;2854377
MS;Mato Grosso do Sul;Ambos;2023;19638;682.35;736.48;2878009
MS;Mato Grosso do Sul;Ambos;2024;19841;683.73;722.81;2901895
MS;Mato Grosso do Sul;Ambos;2025;19342;661.35;684.03;2924631
MS;Mato Grosso do Sul;Homens;2000;6889;638.58;990.52;1078806
MS;Mato Grosso do Sul;Homens;2001;6832;624.35;959.68;1094257
MS;Mato Grosso do Sul;Homens;2002;6928;624.15;943.83;1109983
MS;Mato Grosso do Sul;Homens;2003;7337;651.68;985.88;1125857
MS;Mato Grosso do Sul;Homens;2004;7715;675.69;999.97;1141788
MS;Mato Grosso do Sul;Homens;2005;7635;659.43;963.65;1157820
MS;Mato Grosso do Sul;Homens;2006;7815;665.66;963.43;1174019
MS;Mato Grosso do Sul;Homens;2007;7938;667.28;955.54;1189598
MS;Mato Grosso do Sul;Homens;2008;8140;675.13;953.35;1205690
MS;Mato Grosso do Sul;Homens;2009;8170;668.47;926.72;1222199
MS;Mato Grosso do Sul;Homens;2010;8720;704.94;973.27;1236984
MS;Mato Grosso do Sul;Homens;2011;8667;692.62;941.71;1251341
MS;Mato Grosso do Sul;Homens;2012;8836;697.39;935.41;1267007
MS;Mato Grosso do Sul;Homens;2013;9028;703.55;932.22;1283213
MS;Mato Grosso do Sul;Homens;2014;8949;688.48;895.19;1299829
MS;Mato Grosso do Sul;Homens;2015;9066;688.66;885.58;1316478
MS;Mato Grosso do Sul;Homens;2016;9909;743.85;943.19;1332119
MS;Mato Grosso do Sul;Homens;2017;9307;690.83;862.67;1347225
MS;Mato Grosso do Sul;Homens;2018;9637;707.42;871.61;1362275
MS;Mato Grosso do Sul;Homens;2019;9672;702.11;849.83;1377561
MS;Mato Grosso do Sul;Homens;2020;11173;802.57;958.51;1392161
MS;Mato Grosso do Sul;Homens;2021;14404;1025.88;1204.1;1404058
MS;Mato Grosso do Sul;Homens;2022;11831;836.41;977.76;1414503
MS;Mato Grosso do Sul;Homens;2023;11283;791.38;906.7;1425742
MS;Mato Grosso do Sul;Homens;2024;11477;798.49;899.82;1437329
MS;Mato Grosso do Sul;Homens;2025;11101;766.46;845.63;1448343
MS;Mato Grosso do Sul;Mulheres;2000;4179;385.63;611.2;1083668
MS;Mato Grosso do Sul;Mulheres;2001;4377;397.69;616.38;1100594
MS;Mato Grosso do Sul;Mulheres;2002;4488;401.61;621.13;1117501
MS;Mato Grosso do Sul;Mulheres;2003;4820;424.9;648.04;1134384
MS;Mato Grosso do Sul;Mulheres;2004;4844;420.74;631.95;1151309
MS;Mato Grosso do Sul;Mulheres;2005;4872;417;614.41;1168337
MS;Mato Grosso do Sul;Mulheres;2006;4941;416.7;604.79;1185734
MS;Mato Grosso do Sul;Mulheres;2007;5266;437.93;627.43;1202466
MS;Mato Grosso do Sul;Mulheres;2008;5090;417.32;585.11;1219679
MS;Mato Grosso do Sul;Mulheres;2009;5439;439.58;599.3;1237316
MS;Mato Grosso do Sul;Mulheres;2010;5750;458.8;618.52;1253270
MS;Mato Grosso do Sul;Mulheres;2011;5622;443.1;584.16;1268781
MS;Mato Grosso do Sul;Mulheres;2012;5798;451.07;580.07;1285383
MS;Mato Grosso do Sul;Mulheres;2013;5888;452.14;566.88;1302243
MS;Mato Grosso do Sul;Mulheres;2014;6112;463.26;569.94;1319347
MS;Mato Grosso do Sul;Mulheres;2015;6389;478.05;576.92;1336461
MS;Mato Grosso do Sul;Mulheres;2016;6839;505.6;596.62;1352637
MS;Mato Grosso do Sul;Mulheres;2017;6644;485.55;562.36;1368332
MS;Mato Grosso do Sul;Mulheres;2018;6962;503.08;568.04;1383886
MS;Mato Grosso do Sul;Mulheres;2019;7143;510.41;563.35;1399467
MS;Mato Grosso do Sul;Mulheres;2020;7875;556.65;602.45;1414705
MS;Mato Grosso do Sul;Mulheres;2021;10642;745.3;789.59;1427885
MS;Mato Grosso do Sul;Mulheres;2022;8598;597.14;621.58;1439874
MS;Mato Grosso do Sul;Mulheres;2023;8353;575.17;584.32;1452267
MS;Mato Grosso do Sul;Mulheres;2024;8357;570.61;565.72;1464566
MS;Mato Grosso do Sul;Mulheres;2025;8237;557.95;539.32;1476288
MT;Mato Grosso;Ambos;2000;11466;436.29;794.62;2628097
MT;Mato Grosso;Ambos;2001;11572;431.48;783.03;2681943
MT;Mato Grosso;Ambos;2002;12168;445.16;800.48;2733393
MT;Mato Grosso;Ambos;2003;12221;439.17;788.18;2782719
MT;Mato Grosso;Ambos;2004;12907;456.05;806.56;2830188
MT;Mato Grosso;Ambos;2005;12936;449.77;774.93;2876158
MT;Mato Grosso;Ambos;2006;12958;443.19;760.12;2923828
MT;Mato Grosso;Ambos;2007;12792;431.04;727.22;2967696
MT;Mato Grosso;Ambos;2008;13872;460.86;760.83;3010046
MT;Mato Grosso;Ambos;2009;14267;467.23;751.92;3053540
MT;Mato Grosso;Ambos;2010;14986;484.37;773.64;3093944
MT;Mato Grosso;Ambos;2011;15239;486.36;758.76;3133302
MT;Mato Grosso;Ambos;2012;15901;500.53;760.04;3176859
MT;Mato Grosso;Ambos;2013;16137;500.61;742.04;3223484
MT;Mato Grosso;Ambos;2014;16969;518.28;749.34;3274085
MT;Mato Grosso;Ambos;2015;17095;513.75;735.29;3327512
MT;Mato Grosso;Ambos;2016;17535;518.77;726.91;3380091
MT;Mato Grosso;Ambos;2017;17709;515.8;712.59;3433278
MT;Mato Grosso;Ambos;2018;18205;521.54;705.66;3490648
MT;Mato Grosso;Ambos;2019;18341;516.36;683.74;3551996
MT;Mato Grosso;Ambos;2020;23397;647.76;847.61;3611987
MT;Mato Grosso;Ambos;2021;28623;780.63;990.89;3666669
MT;Mato Grosso;Ambos;2022;21731;584.01;736.77;3720967
MT;Mato Grosso;Ambos;2023;21790;576.7;711.19;3778389
MT;Mato Grosso;Ambos;2024;22803;594.39;717.3;3836399
MT;Mato Grosso;Ambos;2025;22744;584.13;691.39;3893659
MT;Mato Grosso;Homens;2000;7474;552.57;952.12;1352590
MT;Mato Grosso;Homens;2001;7487;542.91;934.53;1379050
MT;Mato Grosso;Homens;2002;7921;564.11;964.78;1404150
MT;Mato Grosso;Homens;2003;7979;558.72;956.08;1428085
MT;Mato Grosso;Homens;2004;8336;574.5;965.77;1451009
MT;Mato Grosso;Homens;2005;8430;572.23;944.27;1473184
MT;Mato Grosso;Homens;2006;8279;553.3;906.69;1496304
MT;Mato Grosso;Homens;2007;8203;540.57;871.63;1517462
MT;Mato Grosso;Homens;2008;9044;588.12;932.73;1537791
MT;Mato Grosso;Homens;2009;9111;584.55;904.49;1558631
MT;Mato Grosso;Homens;2010;9578;607.01;932.7;1577894
MT;Mato Grosso;Homens;2011;9743;610.25;917.97;1596551
MT;Mato Grosso;Homens;2012;10092;624;914.6;1617313
MT;Mato Grosso;Homens;2013;10201;622.12;896.49;1639709
MT;Mato Grosso;Homens;2014;10792;648.51;914.88;1664118
MT;Mato Grosso;Homens;2015;10685;632.29;886.59;1689886
MT;Mato Grosso;Homens;2016;11109;647.7;893.85;1715140
MT;Mato Grosso;Homens;2017;11067;635.8;869.1;1740640
MT;Mato Grosso;Homens;2018;11245;635.95;853.92;1768230
MT;Mato Grosso;Homens;2019;11315;629.37;832.24;1797840
MT;Mato Grosso;Homens;2020;14515;794.7;1043.22;1826484
MT;Mato Grosso;Homens;2021;17394;939.19;1202.53;1852026
MT;Mato Grosso;Homens;2022;13368;712.06;906.29;1877363
MT;Mato Grosso;Homens;2023;13409;704.05;880.34;1904546
MT;Mato Grosso;Homens;2024;13743;711.28;872.42;1932160
MT;Mato Grosso;Homens;2025;13501;689.04;833.52;1959403
MT;Mato Grosso;Mulheres;2000;3982;312.19;618.51;1275507
MT;Mato Grosso;Mulheres;2001;4078;313;614.99;1302893
MT;Mato Grosso;Mulheres;2002;4241;319.05;617.15;1329243
MT;Mato Grosso;Mulheres;2003;4235;312.63;604.17;1354634
MT;Mato Grosso;Mulheres;2004;4569;331.28;632.43;1379179
MT;Mato Grosso;Mulheres;2005;4499;320.68;590.21;1402974
MT;Mato Grosso;Mulheres;2006;4675;327.49;601.15;1427524
MT;Mato Grosso;Mulheres;2007;4585;316.16;570.95;1450234
MT;Mato Grosso;Mulheres;2008;4826;327.8;577.92;1472255
MT;Mato Grosso;Mulheres;2009;5150;344.5;589.72;1494909
MT;Mato Grosso;Mulheres;2010;5403;356.39;605.39;1516050
MT;Mato Grosso;Mulheres;2011;5485;356.92;591.31;1536751
MT;Mato Grosso;Mulheres;2012;5794;371.52;598.39;1559546
MT;Mato Grosso;Mulheres;2013;5925;374.11;581.16;1583775
MT;Mato Grosso;Mulheres;2014;6165;382.93;578.01;1609967
MT;Mato Grosso;Mulheres;2015;6398;390.69;579.6;1637626
MT;Mato Grosso;Mulheres;2016;6416;385.36;556.7;1664951
MT;Mato Grosso;Mulheres;2017;6637;392.11;553.95;1692638
MT;Mato Grosso;Mulheres;2018;6949;403.44;555.85;1722418
MT;Mato Grosso;Mulheres;2019;7013;399.79;534.21;1754156
MT;Mato Grosso;Mulheres;2020;8874;497;653.29;1785503
MT;Mato Grosso;Mulheres;2021;11216;618.08;782.03;1814643
MT;Mato Grosso;Mulheres;2022;8356;453.24;570.14;1843604
MT;Mato Grosso;Mulheres;2023;8371;446.73;545.99;1873843
MT;Mato Grosso;Mulheres;2024;9053;475.41;566.17;1904239
MT;Mato Grosso;Mulheres;2025;9239;477.65;553.66;1934256
PA;Pará;Ambos;2000;21542;331.73;584.93;6493843
PA;Pará;Ambos;2001;23699;357.92;629.4;6621374
PA;Pará;Ambos;2002;23139;342.93;593.85;6747419
PA;Pará;Ambos;2003;25124;365.59;630.23;6872273
PA;Pará;Ambos;2004;25886;370;639.19;6996232
PA;Pará;Ambos;2005;26402;370.84;632.74;7119568
PA;Pará;Ambos;2006;27015;372.94;628.67;7243750
PA;Pará;Ambos;2007;27626;375.03;631.62;7366330
PA;Pará;Ambos;2008;29633;395.82;657.25;7486557
PA;Pará;Ambos;2009;30512;401.4;664.1;7601341
PA;Pará;Ambos;2010;31600;410.36;660.65;7700603
PA;Pará;Ambos;2011;32638;419.05;676.76;7788583
PA;Pará;Ambos;2012;33898;430.44;683.7;7875244
PA;Pará;Ambos;2013;34150;428.96;663.82;7961082
PA;Pará;Ambos;2014;35575;442.08;672.9;8047210
PA;Pará;Ambos;2015;37365;459.51;690.75;8131409
PA;Pará;Ambos;2016;38557;469.76;686.53;8207830
PA;Pará;Ambos;2017;39980;483.09;692.34;8275842
PA;Pará;Ambos;2018;40513;485.8;680.06;8339467
PA;Pará;Ambos;2019;40599;483.07;667.56;8404430
PA;Pará;Ambos;2020;51643;610.06;850.27;8465192
PA;Pará;Ambos;2021;52166;612.27;831.03;8520153
PA;Pará;Ambos;2022;45499;530.91;702.99;8570045
PA;Pará;Ambos;2023;43780;508.12;655;8616120
PA;Pará;Ambos;2024;45375;523.7;659.12;8664306
PA;Pará;Ambos;2025;46271;531.17;650.94;8711196
PA;Pará;Homens;2000;12679;387.42;692.02;3272658
PA;Pará;Homens;2001;13832;414.56;737.23;3336580
PA;Pará;Homens;2002;13922;409.49;715.92;3399876
PA;Pará;Homens;2003;15049;434.62;754.22;3462563
PA;Pará;Homens;2004;15662;444.35;772.57;3524713
PA;Pará;Homens;2005;16082;448.41;768.02;3586435
PA;Pará;Homens;2006;16500;452.27;764.8;3648224
PA;Pará;Homens;2007;16699;450.22;758.4;3709108
PA;Pará;Homens;2008;18159;481.84;796.25;3768686
PA;Pará;Homens;2009;18716;489.27;806.28;3825256
PA;Pará;Homens;2010;19846;512.24;824.36;3874358
PA;Pará;Homens;2011;19956;509.29;826.65;3918400
PA;Pará;Homens;2012;20743;523.56;837.97;3961948
PA;Pará;Homens;2013;20966;523.48;814.61;4005143
PA;Pará;Homens;2014;21978;542.88;831.75;4048377
PA;Pará;Homens;2015;23027;562.94;853.09;4090474
PA;Pará;Homens;2016;23910;579.16;851.89;4128406
PA;Pará;Homens;2017;24542;589.66;854.53;4162050
PA;Pará;Homens;2018;24735;589.82;835.47;4193617
PA;Pará;Homens;2019;24604;582.26;820.81;4225636
PA;Pará;Homens;2020;31482;739.96;1069.31;4254563
PA;Pará;Homens;2021;30964;723.43;1014.94;4280187
PA;Pará;Homens;2022;26987;627.01;859.5;4304083
PA;Pará;Homens;2023;25922;599.11;797.1;4326728
PA;Pará;Homens;2024;26860;617.4;803.13;4350511
PA;Pará;Homens;2025;27371;625.84;794.05;4373481
PA;Pará;Mulheres;2000;8847;274.65;477.4;3221185
PA;Pará;Mulheres;2001;9853;299.96;521.88;3284794
PA;Pará;Mulheres;2002;9204;274.95;473.01;3347543
PA;Pará;Mulheres;2003;10069;295.3;508.19;3409710
PA;Pará;Mulheres;2004;10213;294.19;508.32;3471519
PA;Pará;Mulheres;2005;10308;291.75;500.2;3533133
PA;Pará;Mulheres;2006;10490;291.75;496.09;3595526
PA;Pará;Mulheres;2007;10911;298.34;507.32;3657222
PA;Pará;Mulheres;2008;11451;308;520.41;3717871
PA;Pará;Mulheres;2009;11773;311.78;525.94;3776085
PA;Pará;Mulheres;2010;11709;306.02;502.47;3826245
PA;Pará;Mulheres;2011;12648;326.81;532.84;3870183
PA;Pará;Mulheres;2012;13123;335.34;536.08;3913296
PA;Pará;Mulheres;2013;13124;331.75;518.55;3955939
PA;Pará;Mulheres;2014;13559;339.07;521.21;3998833
PA;Pará;Mulheres;2015;14291;353.66;535.36;4040935
PA;Pará;Mulheres;2016;14605;358.02;528.02;4079424
PA;Pará;Mulheres;2017;15397;374.28;537.3;4113792
PA;Pará;Mulheres;2018;15709;378.91;530.66;4145850
PA;Pará;Mulheres;2019;15937;381.38;521.15;4178794
PA;Pará;Mulheres;2020;20114;477.7;646.22;4210629
PA;Pará;Mulheres;2021;21149;498.8;658.96;4239966
PA;Pará;Mulheres;2022;18457;432.66;556.2;4265962
PA;Pará;Mulheres;2023;17813;415.28;520.35;4289392
PA;Pará;Mulheres;2024;18489;428.6;522.7;4313795
PA;Pará;Mulheres;2025;18866;434.93;515.18;4337715
PB;Paraíba;Ambos;2000;18268;521.91;639.95;3500188
PB;Paraíba;Ambos;2001;18879;534.13;659.72;3534522
PB;Paraíba;Ambos;2002;19704;552.15;667.99;3568570
PB;Paraíba;Ambos;2003;19998;555.17;672.55;3602131
PB;Paraíba;Ambos;2004;20696;569.32;685.52;3635226
PB;Paraíba;Ambos;2005;20289;553.16;661.68;3667851
PB;Paraíba;Ambos;2006;20134;544.18;642.96;3699871
PB;Paraíba;Ambos;2007;21275;570.47;668.47;3729368
PB;Paraíba;Ambos;2008;22522;599.38;695.95;3757574
PB;Paraíba;Ambos;2009;22797;602.07;689.79;3786420
PB;Paraíba;Ambos;2010;23407;613.94;694.9;3812591
PB;Paraíba;Ambos;2011;24579;640.82;717.31;3835568
PB;Paraíba;Ambos;2012;25168;652.29;722.15;3858388
PB;Paraíba;Ambos;2013;25926;667.92;730.78;3881604
PB;Paraíba;Ambos;2014;25240;646.19;698.32;3905995
PB;Paraíba;Ambos;2015;26422;671.97;715.47;3932039
PB;Paraíba;Ambos;2016;28041;708.56;742.98;3957455
PB;Paraíba;Ambos;2017;26975;677.51;698.24;3981512
PB;Paraíba;Ambos;2018;26644;664.7;673.22;4008413
PB;Paraíba;Ambos;2019;27378;678.04;674.49;4037810
PB;Paraíba;Ambos;2020;31107;765.25;751.65;4064935
PB;Paraíba;Ambos;2021;34678;848.33;826.26;4087783
PB;Paraíba;Ambos;2022;32405;789.21;751.53;4106026
PB;Paraíba;Ambos;2023;28773;697.62;656.17;4124468
PB;Paraíba;Ambos;2024;30153;727.45;669.21;4145040
PB;Paraíba;Ambos;2025;29620;711.26;641.06;4164468
PB;Paraíba;Homens;2000;10146;597.12;766.3;1699163
PB;Paraíba;Homens;2001;10253;597.39;779.77;1716290
PB;Paraíba;Homens;2002;10753;620.39;794.92;1733251
PB;Paraíba;Homens;2003;10878;621.65;803.02;1749850
PB;Paraíba;Homens;2004;11443;647.95;833.02;1766043
PB;Paraíba;Homens;2005;11283;633.22;813.44;1781854
PB;Paraíba;Homens;2006;11136;619.62;788.05;1797224
PB;Paraíba;Homens;2007;11847;654.12;826.8;1811137
PB;Paraíba;Homens;2008;12665;694.27;871.9;1824225
PB;Paraíba;Homens;2009;12702;691.22;857.58;1837622
PB;Paraíba;Homens;2010;13140;710.38;872.61;1849722
PB;Paraíba;Homens;2011;13832;743.62;906.81;1860102
PB;Paraíba;Homens;2012;14040;750.65;907.72;1870381
PB;Paraíba;Homens;2013;14366;763.72;916.11;1881062
PB;Paraíba;Homens;2014;14010;740.31;878.88;1892456
PB;Paraíba;Homens;2015;14619;767.5;902.97;1904764
PB;Paraíba;Homens;2016;15225;794.29;925.95;1916815
PB;Paraíba;Homens;2017;14831;769.16;882.37;1928211
PB;Paraíba;Homens;2018;14613;752.8;849.84;1941146
PB;Paraíba;Homens;2019;14768;755.2;841.62;1955516
PB;Paraíba;Homens;2020;17104;868.78;957.15;1968730
PB;Paraíba;Homens;2021;18873;953.38;1038.36;1979586
PB;Paraíba;Homens;2022;17586;884.63;950.89;1987957
PB;Paraíba;Homens;2023;15509;776.76;821.12;1996629
PB;Paraíba;Homens;2024;16361;815.35;845.9;2006631
PB;Paraíba;Homens;2025;16162;801.65;814.76;2016081
PB;Paraíba;Mulheres;2000;8097;449.58;529.07;1801025
PB;Paraíba;Mulheres;2001;8608;473.43;556;1818232
PB;Paraíba;Mulheres;2002;8894;484.6;557.35;1835319
PB;Paraíba;Mulheres;2003;9094;490.96;560.01;1852281
PB;Paraíba;Mulheres;2004;9218;493.16;558.65;1869183
PB;Paraíba;Mulheres;2005;8987;476.51;532.5;1885997
PB;Paraíba;Mulheres;2006;8987;472.34;519.93;1902647
PB;Paraíba;Mulheres;2007;9420;491.08;534.59;1918231
PB;Paraíba;Mulheres;2008;9851;509.53;547.19;1933349
PB;Paraíba;Mulheres;2009;10083;517.4;547.07;1948798
PB;Paraíba;Mulheres;2010;10263;522.86;543.6;1962869
PB;Paraíba;Mulheres;2011;10743;543.82;556.39;1975466
PB;Paraíba;Mulheres;2012;11123;559.51;564.53;1988007
PB;Paraíba;Mulheres;2013;11548;577.24;573.16;2000542
PB;Paraíba;Mulheres;2014;11216;557.03;544.78;2013539
PB;Paraíba;Mulheres;2015;11788;581.47;558.29;2027275
PB;Paraíba;Mulheres;2016;12807;627.6;589.61;2040640
PB;Paraíba;Mulheres;2017;12135;591;545.59;2053301
PB;Paraíba;Mulheres;2018;12021;581.49;525.95;2067267
PB;Paraíba;Mulheres;2019;12599;605.05;535.68;2082294
PB;Paraíba;Mulheres;2020;13996;667.68;583.37;2096205
