Território;Nome do território;Sexo;Ano;Grupo de causa;Óbitos;Taxa padronizada (por 100 mil hab.)
BR;Brasil;Homens;2015;Endócrinas e metabólicas;34644;46.54
BR;Brasil;Homens;2015;Aparelho digestivo;39858;50.18
BR;Brasil;Homens;2015;Infecciosas e parasitárias;30927;37.59
BR;Brasil;Homens;2015;Perinatais e malformações;18120;14.8
BR;Brasil;Homens;2015;Sinais e achados mal definidos;40244;51.98
BR;Brasil;Homens;2015;Demais causas definidas;49821;65.69
BR;Brasil;Homens;2016;Aparelho circulatório;189989;248.17
BR;Brasil;Homens;2016;Neoplasias;114232;146.23
BR;Brasil;Homens;2016;Aparelho respiratório;81279;108.05
BR;Brasil;Homens;2016;Causas externas;126748;130.46
BR;Brasil;Homens;2016;Endócrinas e metabólicas;35670;46.32
BR;Brasil;Homens;2016;Aparelho digestivo;40756;50.05
BR;Brasil;Homens;2016;Infecciosas e parasitárias;32094;38.28
BR;Brasil;Homens;2016;Perinatais e malformações;17516;14.59
BR;Brasil;Homens;2016;Sinais e achados mal definidos;42952;53.85
BR;Brasil;Homens;2016;Demais causas definidas;53041;68.08
BR;Brasil;Homens;2017;Aparelho circulatório;187768;237.67
BR;Brasil;Homens;2017;Neoplasias;116596;144.71
BR;Brasil;Homens;2017;Aparelho respiratório;78646;101.96
BR;Brasil;Homens;2017;Causas externas;128536;130.92
BR;Brasil;Homens;2017;COVID-19;1;0
BR;Brasil;Homens;2017;Endócrinas e metabólicas;36903;46.45
BR;Brasil;Homens;2017;Aparelho digestivo;40507;48.52
BR;Brasil;Homens;2017;Infecciosas e parasitárias;30706;35.83
BR;Brasil;Homens;2017;Perinatais e malformações;17590;14.92
BR;Brasil;Homens;2017;Sinais e achados mal definidos;41060;49.93
BR;Brasil;Homens;2017;Demais causas definidas;53803;67.14
BR;Brasil;Homens;2018;Aparelho circulatório;188143;230.31
BR;Brasil;Homens;2018;Neoplasias;119042;143.23
BR;Brasil;Homens;2018;Aparelho respiratório;78875;98.51
BR;Brasil;Homens;2018;Causas externas;120965;122.74
BR;Brasil;Homens;2018;Endócrinas e metabólicas;37870;46.02
BR;Brasil;Homens;2018;Aparelho digestivo;40969;47.78
BR;Brasil;Homens;2018;Infecciosas e parasitárias;30665;34.95
BR;Brasil;Homens;2018;Perinatais e malformações;17357;14.55
BR;Brasil;Homens;2018;Sinais e achados mal definidos;40405;47.59
BR;Brasil;Homens;2018;Demais causas definidas;57125;69.32
BR;Brasil;Homens;2019;Aparelho circulatório;191547;226.97
BR;Brasil;Homens;2019;Neoplasias;123267;143.8
BR;Brasil;Homens;2019;Aparelho respiratório;81870;99.02
BR;Brasil;Homens;2019;Causas externas;113391;114.62
BR;Brasil;Homens;2019;Endócrinas e metabólicas;38819;45.78
BR;Brasil;Homens;2019;Aparelho digestivo;41518;47.1
BR;Brasil;Homens;2019;Infecciosas e parasitárias;31365;35.03
BR;Brasil;Homens;2019;Perinatais e malformações;17347;14.7
BR;Brasil;Homens;2019;Sinais e achados mal definidos;42631;48.77
BR;Brasil;Homens;2019;Demais causas definidas;61920;73.12
BR;Brasil;Homens;2020;Aparelho circulatório;189109;217.9
BR;Brasil;Homens;2020;Neoplasias;119203;135.19
BR;Brasil;Homens;2020;Aparelho respiratório;78424;91.75
BR;Brasil;Homens;2020;Causas externas;117270;117.21
BR;Brasil;Homens;2020;COVID-19;121621;138.88
BR;Brasil;Homens;2020;Endócrinas e metabólicas;43846;50.14
BR;Brasil;Homens;2020;Aparelho digestivo;40802;45.01
BR;Brasil;Homens;2020;Infecciosas e parasitárias;30772;33.61
BR;Brasil;Homens;2020;Perinatais e malformações;15543;13.63
BR;Brasil;Homens;2020;Sinais e achados mal definidos;52526;58.71
BR;Brasil;Homens;2020;Demais causas definidas;63218;72.45
BR;Brasil;Homens;2021;Aparelho circulatório;200157;225.28
BR;Brasil;Homens;2021;Neoplasias;122833;136.17
BR;Brasil;Homens;2021;Aparelho respiratório;74044;84.54
BR;Brasil;Homens;2021;Causas externas;117848;117.34
BR;Brasil;Homens;2021;COVID-19;235779;256.39
BR;Brasil;Homens;2021;Endócrinas e metabólicas;45246;50.57
BR;Brasil;Homens;2021;Aparelho digestivo;43943;47.55
BR;Brasil;Homens;2021;Infecciosas e parasitárias;35151;37.74
BR;Brasil;Homens;2021;Perinatais e malformações;15686;14.16
BR;Brasil;Homens;2021;Sinais e achados mal definidos;53651;58.9
BR;Brasil;Homens;2021;Demais causas definidas;69169;77.69
BR;Brasil;Homens;2022;Aparelho circulatório;210069;230.85
BR;Brasil;Homens;2022;Neoplasias;125785;136.19
BR;Brasil;Homens;2022;Aparelho respiratório;88574;99.61
BR;Brasil;Homens;2022;Causas externas;119533;118.58
BR;Brasil;Homens;2022;COVID-19;35001;39.37
BR;Brasil;Homens;2022;Endócrinas e metabólicas;43720;47.85
BR;Brasil;Homens;2022;Aparelho digestivo;45946;48.8
BR;Brasil;Homens;2022;Infecciosas e parasitárias;36569;38.74
BR;Brasil;Homens;2022;Perinatais e malformações;15415;14.36
BR;Brasil;Homens;2022;Sinais e achados mal definidos;46897;50.52
BR;Brasil;Homens;2022;Demais causas definidas;75623;83.51
BR;Brasil;Homens;2023;Aparelho circulatório;205076;218.29
BR;Brasil;Homens;2023;Neoplasias;131043;137.77
BR;Brasil;Homens;2023;Aparelho respiratório;86211;93.9
BR;Brasil;Homens;2023;Causas externas;120035;118.24
BR;Brasil;Homens;2023;COVID-19;5380;5.85
BR;Brasil;Homens;2023;Endócrinas e metabólicas;40909;43.4
BR;Brasil;Homens;2023;Aparelho digestivo;45724;47.37
BR;Brasil;Homens;2023;Infecciosas e parasitárias;34919;36.1
BR;Brasil;Homens;2023;Perinatais e malformações;15461;14.76
BR;Brasil;Homens;2023;Sinais e achados mal definidos;41142;43.06
BR;Brasil;Homens;2023;Demais causas definidas;75868;81.56
BR;Brasil;Homens;2024;Aparelho circulatório;211079;217.39
BR;Brasil;Homens;2024;Neoplasias;135615;138.14
BR;Brasil;Homens;2024;Aparelho respiratório;97447;102.52
BR;Brasil;Homens;2024;Causas externas;123136;120.37
BR;Brasil;Homens;2024;COVID-19;2897;3.04
BR;Brasil;Homens;2024;Endócrinas e metabólicas;42228;43.36
BR;Brasil;Homens;2024;Aparelho digestivo;48103;48.53
BR;Brasil;Homens;2024;Infecciosas e parasitárias;38267;38.7
BR;Brasil;Homens;2024;Perinatais e malformações;14496;14.06
BR;Brasil;Homens;2024;Sinais e achados mal definidos;40450;41.13
BR;Brasil;Homens;2024;Demais causas definidas;81569;85.03
BR;Brasil;Homens;2025;Aparelho circulatório;208969;208.11
BR;Brasil;Homens;2025;Neoplasias;136881;135.08
BR;Brasil;Homens;2025;Aparelho respiratório;100206;101.74
BR;Brasil;Homens;2025;Causas externas;119158;115.51
BR;Brasil;Homens;2025;COVID-19;1211;1.23
BR;Brasil;Homens;2025;Endócrinas e metabólicas;42057;41.8
BR;Brasil;Homens;2025;Aparelho digestivo;48418;47.57
BR;Brasil;Homens;2025;Infecciosas e parasitárias;34227;33.71
BR;Brasil;Homens;2025;Perinatais e malformações;14406;14.24
BR;Brasil;Homens;2025;Sinais e achados mal definidos;44233;43.74
BR;Brasil;Homens;2025;Demais causas definidas;81694;82.52
BR;Brasil;Mulheres;2000;Aparelho circulatório;123049;210.06
BR;Brasil;Mulheres;2000;Neoplasias;55399;92.1
BR;Brasil;Mulheres;2000;Aparelho respiratório;38972;62.79
BR;Brasil;Mulheres;2000;Causas externas;18617;23.53
BR;Brasil;Mulheres;2000;Endócrinas e metabólicas;26238;44.23
BR;Brasil;Mulheres;2000;Aparelho digestivo;14674;24.13
BR;Brasil;Mulheres;2000;Infecciosas e parasitárias;17257;23.98
BR;Brasil;Mulheres;2000;Perinatais e malformações;20114;15.05
BR;Brasil;Mulheres;2000;Sinais e achados mal definidos;59493;95.72
BR;Brasil;Mulheres;2000;Demais causas definidas;19014;28.28
BR;Brasil;Mulheres;2001;Aparelho circulatório;123900;205.01
BR;Brasil;Mulheres;2001;Neoplasias;57822;93.19
BR;Brasil;Mulheres;2001;Aparelho respiratório;40187;63.41
BR;Brasil;Mulheres;2001;Causas externas;18348;22.92
BR;Brasil;Mulheres;2001;Endócrinas e metabólicas;26527;43.33
BR;Brasil;Mulheres;2001;Aparelho digestivo;15158;24.2
BR;Brasil;Mulheres;2001;Infecciosas e parasitárias;17710;24.42
BR;Brasil;Mulheres;2001;Perinatais e malformações;19251;14.73
BR;Brasil;Mulheres;2001;Sinais e achados mal definidos;59597;94.07
BR;Brasil;Mulheres;2001;Demais causas definidas;20401;29.83
BR;Brasil;Mulheres;2002;Aparelho circulatório;127304;203.9
BR;Brasil;Mulheres;2002;Neoplasias;59621;93.23
BR;Brasil;Mulheres;2002;Aparelho respiratório;42945;66.03
BR;Brasil;Mulheres;2002;Causas externas;19464;23.84
BR;Brasil;Mulheres;2002;Endócrinas e metabólicas;27496;43.68
BR;Brasil;Mulheres;2002;Aparelho digestivo;15850;24.59
BR;Brasil;Mulheres;2002;Infecciosas e parasitárias;17864;24.21
BR;Brasil;Mulheres;2002;Perinatais e malformações;18591;14.56
BR;Brasil;Mulheres;2002;Sinais e achados mal definidos;58918;90.61
BR;Brasil;Mulheres;2002;Demais causas definidas;21936;31.48
BR;Brasil;Mulheres;2003;Aparelho circulatório;129264;200.25
BR;Brasil;Mulheres;2003;Neoplasias;62030;94.14
BR;Brasil;Mulheres;2003;Aparelho respiratório;43946;65.61
BR;Brasil;Mulheres;2003;Causas externas;19581;23.6
BR;Brasil;Mulheres;2003;Endócrinas e metabólicas;28205;43.36
BR;Brasil;Mulheres;2003;Aparelho digestivo;16353;24.62
BR;Brasil;Mulheres;2003;Infecciosas e parasitárias;18748;25.04
BR;Brasil;Mulheres;2003;Perinatais e malformações;18265;14.58
BR;Brasil;Mulheres;2003;Sinais e achados mal definidos;58734;87.59
BR;Brasil;Mulheres;2003;Demais causas definidas;22884;32.07
BR;Brasil;Mulheres;2004;Aparelho circulatório;135017;202.29
BR;Brasil;Mulheres;2004;Neoplasias;64698;95.23
BR;Brasil;Mulheres;2004;Aparelho respiratório;46310;67.2
BR;Brasil;Mulheres;2004;Causas externas;20219;24.02
BR;Brasil;Mulheres;2004;Endócrinas e metabólicas;29233;43.63
BR;Brasil;Mulheres;2004;Aparelho digestivo;17127;25
BR;Brasil;Mulheres;2004;Infecciosas e parasitárias;18592;24.45
BR;Brasil;Mulheres;2004;Perinatais e malformações;17964;14.59
BR;Brasil;Mulheres;2004;Sinais e achados mal definidos;55762;80.82
BR;Brasil;Mulheres;2004;Demais causas definidas;24156;33.01
BR;Brasil;Mulheres;2005;Aparelho circulatório;134823;195.08
BR;Brasil;Mulheres;2005;Neoplasias;67811;96.61
BR;Brasil;Mulheres;2005;Aparelho respiratório;44315;62.1
BR;Brasil;Mulheres;2005;Causas externas;20754;24.22
BR;Brasil;Mulheres;2005;Endócrinas e metabólicas;29649;42.8
BR;Brasil;Mulheres;2005;Aparelho digestivo;17842;25.2
BR;Brasil;Mulheres;2005;Infecciosas e parasitárias;19202;24.67
BR;Brasil;Mulheres;2005;Perinatais e malformações;17281;14.19
BR;Brasil;Mulheres;2005;Sinais e achados mal definidos;45724;64.05
BR;Brasil;Mulheres;2005;Demais causas definidas;26114;34.8
BR;Brasil;Mulheres;2006;Aparelho circulatório;144218;201.38
BR;Brasil;Mulheres;2006;Neoplasias;72013;99.51
BR;Brasil;Mulheres;2006;Aparelho respiratório;47290;64.25
BR;Brasil;Mulheres;2006;Causas externas;20875;23.95
BR;Brasil;Mulheres;2006;COVID-19;1;0
BR;Brasil;Mulheres;2006;Endócrinas e metabólicas;32542;45.55
BR;Brasil;Mulheres;2006;Aparelho digestivo;18642;25.53
BR;Brasil;Mulheres;2006;Infecciosas e parasitárias;19031;23.94
BR;Brasil;Mulheres;2006;Perinatais e malformações;17043;14.13
BR;Brasil;Mulheres;2006;Sinais e achados mal definidos;36729;49.59
BR;Brasil;Mulheres;2006;Demais causas definidas;28543;36.92
BR;Brasil;Mulheres;2007;Aparelho circulatório;146425;197.38
BR;Brasil;Mulheres;2007;Neoplasias;74405;99.64
BR;Brasil;Mulheres;2007;Aparelho respiratório;48333;63.66
BR;Brasil;Mulheres;2007;Causas externas;21434;24.21
BR;Brasil;Mulheres;2007;Endócrinas e metabólicas;34524;46.67
BR;Brasil;Mulheres;2007;Aparelho digestivo;19311;25.57
BR;Brasil;Mulheres;2007;Infecciosas e parasitárias;18932;23.33
BR;Brasil;Mulheres;2007;Perinatais e malformações;16117;13.72
BR;Brasil;Mulheres;2007;Sinais e achados mal definidos;34497;45.03
BR;Brasil;Mulheres;2007;Demais causas definidas;30264;38.11
BR;Brasil;Mulheres;2008;Aparelho circulatório;150888;196.4
BR;Brasil;Mulheres;2008;Neoplasias;77471;100.59
BR;Brasil;Mulheres;2008;Aparelho respiratório;48730;62.06
BR;Brasil;Mulheres;2008;Causas externas;22602;25.15
BR;Brasil;Mulheres;2008;Endócrinas e metabólicas;35737;46.75
BR;Brasil;Mulheres;2008;Aparelho digestivo;19990;25.67
BR;Brasil;Mulheres;2008;Infecciosas e parasitárias;19417;23.33
BR;Brasil;Mulheres;2008;Perinatais e malformações;16196;13.89
BR;Brasil;Mulheres;2008;Sinais e achados mal definidos;33519;42.26
BR;Brasil;Mulheres;2008;Demais causas definidas;32191;39.35
BR;Brasil;Mulheres;2009;Aparelho circulatório;152161;191.27
BR;Brasil;Mulheres;2009;Neoplasias;79714;100.14
BR;Brasil;Mulheres;2009;Aparelho respiratório;54124;66.4
BR;Brasil;Mulheres;2009;Causas externas;23216;25.32
BR;Brasil;Mulheres;2009;Endócrinas e metabólicas;37093;46.9
BR;Brasil;Mulheres;2009;Aparelho digestivo;20475;25.43
BR;Brasil;Mulheres;2009;Infecciosas e parasitárias;19402;22.83
BR;Brasil;Mulheres;2009;Perinatais e malformações;15734;13.56
BR;Brasil;Mulheres;2009;Sinais e achados mal definidos;33670;41.08
BR;Brasil;Mulheres;2009;Demais causas definidas;35273;41.98
BR;Brasil;Mulheres;2010;Aparelho circulatório;155008;188.29
BR;Brasil;Mulheres;2010;Neoplasias;82781;100.93
BR;Brasil;Mulheres;2010;Aparelho respiratório;56049;66.85
BR;Brasil;Mulheres;2010;Causas externas;24769;26.56
BR;Brasil;Mulheres;2010;Endócrinas e metabólicas;38809;47.44
BR;Brasil;Mulheres;2010;Aparelho digestivo;21067;25.38
BR;Brasil;Mulheres;2010;Infecciosas e parasitárias;20428;23.52
BR;Brasil;Mulheres;2010;Perinatais e malformações;15022;13.14
BR;Brasil;Mulheres;2010;Sinais e achados mal definidos;33887;40.07
BR;Brasil;Mulheres;2010;Demais causas definidas;38846;44.96
BR;Brasil;Mulheres;2011;Aparelho circulatório;159832;187.69
BR;Brasil;Mulheres;2011;Neoplasias;85919;101.49
BR;Brasil;Mulheres;2011;Aparelho respiratório;60179;69.42
BR;Brasil;Mulheres;2011;Causas externas;25505;26.86
BR;Brasil;Mulheres;2011;Endócrinas e metabólicas;40610;48.03
BR;Brasil;Mulheres;2011;Aparelho digestivo;21652;25.29
BR;Brasil;Mulheres;2011;Infecciosas e parasitárias;20798;23.33
BR;Brasil;Mulheres;2011;Perinatais e malformações;15019;13.14
BR;Brasil;Mulheres;2011;Sinais e achados mal definidos;33477;38.33
BR;Brasil;Mulheres;2011;Demais causas definidas;40832;45.99
BR;Brasil;Mulheres;2012;Aparelho circulatório;158770;180.27
BR;Brasil;Mulheres;2012;Neoplasias;89589;102.6
BR;Brasil;Mulheres;2012;Aparelho respiratório;60796;67.84
BR;Brasil;Mulheres;2012;Causas externas;26443;27.37
BR;Brasil;Mulheres;2012;Endócrinas e metabólicas;40051;45.78
BR;Brasil;Mulheres;2012;Aparelho digestivo;22396;25.33
BR;Brasil;Mulheres;2012;Infecciosas e parasitárias;21190;23.22
BR;Brasil;Mulheres;2012;Perinatais e malformações;15040;13.1
BR;Brasil;Mulheres;2012;Sinais e achados mal definidos;32245;35.75
BR;Brasil;Mulheres;2012;Demais causas definidas;42926;46.93
BR;Brasil;Mulheres;2013;Aparelho circulatório;161527;177.21
BR;Brasil;Mulheres;2013;Neoplasias;91714;101.92
BR;Brasil;Mulheres;2013;Aparelho respiratório;65950;71.25
BR;Brasil;Mulheres;2013;Causas externas;26631;27.13
BR;Brasil;Mulheres;2013;Endócrinas e metabólicas;40988;45.24
BR;Brasil;Mulheres;2013;Aparelho digestivo;22971;25.24
BR;Brasil;Mulheres;2013;Infecciosas e parasitárias;22231;23.72
BR;Brasil;Mulheres;2013;Perinatais e malformações;14929;13.05
BR;Brasil;Mulheres;2013;Sinais e achados mal definidos;30374;32.61
BR;Brasil;Mulheres;2013;Demais causas definidas;45405;48.17
BR;Brasil;Mulheres;2014;Aparelho circulatório;161845;171.64
BR;Brasil;Mulheres;2014;Neoplasias;94624;101.93
BR;Brasil;Mulheres;2014;Aparelho respiratório;67376;70.31
BR;Brasil;Mulheres;2014;Causas externas;27432;27.41
BR;Brasil;Mulheres;2014;COVID-19;1;0
BR;Brasil;Mulheres;2014;Endócrinas e metabólicas;40351;43.06
BR;Brasil;Mulheres;2014;Aparelho digestivo;23703;25.2
BR;Brasil;Mulheres;2014;Infecciosas e parasitárias;22314;23.22
BR;Brasil;Mulheres;2014;Perinatais e malformações;14901;12.9
BR;Brasil;Mulheres;2014;Sinais e achados mal definidos;30527;31.74
BR;Brasil;Mulheres;2014;Demais causas definidas;48861;50.31
BR;Brasil;Mulheres;2015;Aparelho circulatório;166975;171.21
BR;Brasil;Mulheres;2015;Neoplasias;98647;103.05
BR;Brasil;Mulheres;2015;Aparelho respiratório;73182;73.87
BR;Brasil;Mulheres;2015;Causas externas;26985;26.51
BR;Brasil;Mulheres;2015;Endócrinas e metabólicas;41542;42.89
BR;Brasil;Mulheres;2015;Aparelho digestivo;24239;24.97
BR;Brasil;Mulheres;2015;Infecciosas e parasitárias;24007;24.32
BR;Brasil;Mulheres;2015;Perinatais e malformações;14823;12.58
BR;Brasil;Mulheres;2015;Sinais e achados mal definidos;30763;30.99
BR;Brasil;Mulheres;2015;Demais causas definidas;52844;52.79
BR;Brasil;Mulheres;2016;Aparelho circulatório;171747;170.33
BR;Brasil;Mulheres;2016;Neoplasias;100941;102.29
BR;Brasil;Mulheres;2016;Aparelho respiratório;76552;74.88
BR;Brasil;Mulheres;2016;Causas externas;27417;26.41
BR;Brasil;Mulheres;2016;Endócrinas e metabólicas;42370;42.3
BR;Brasil;Mulheres;2016;Aparelho digestivo;25188;25.11
BR;Brasil;Mulheres;2016;Infecciosas e parasitárias;24990;24.62
BR;Brasil;Mulheres;2016;Perinatais e malformações;14209;12.3
BR;Brasil;Mulheres;2016;Sinais e achados mal definidos;32264;31.53
BR;Brasil;Mulheres;2016;Demais causas definidas;56331;54.63
BR;Brasil;Mulheres;2017;Aparelho circulatório;170854;163.78
BR;Brasil;Mulheres;2017;Neoplasias;105188;103.41
BR;Brasil;Mulheres;2017;Aparelho respiratório;76781;72.43
BR;Brasil;Mulheres;2017;Causas externas;28477;26.91
BR;Brasil;Mulheres;2017;Endócrinas e metabólicas;42734;41.28
BR;Brasil;Mulheres;2017;Aparelho digestivo;25482;24.61
BR;Brasil;Mulheres;2017;Infecciosas e parasitárias;24062;23.07
BR;Brasil;Mulheres;2017;Perinatais e malformações;14637;12.92
BR;Brasil;Mulheres;2017;Sinais e achados mal definidos;30098;28.48
BR;Brasil;Mulheres;2017;Demais causas definidas;58968;55.4
BR;Brasil;Mulheres;2018;Aparelho circulatório;169381;156.96
BR;Brasil;Mulheres;2018;Neoplasias;108834;103.78
BR;Brasil;Mulheres;2018;Aparelho respiratório;76175;69.53
BR;Brasil;Mulheres;2018;Causas externas;28168;26.11
BR;Brasil;Mulheres;2018;Endócrinas e metabólicas;43455;40.58
BR;Brasil;Mulheres;2018;Aparelho digestivo;26278;24.6
BR;Brasil;Mulheres;2018;Infecciosas e parasitárias;23941;22.3
BR;Brasil;Mulheres;2018;Perinatais e malformações;14333;12.49
BR;Brasil;Mulheres;2018;Sinais e achados mal definidos;29556;27.11
BR;Brasil;Mulheres;2018;Demais causas definidas;62061;56.53
BR;Brasil;Mulheres;2019;Aparelho circulatório;172359;154.28
BR;Brasil;Mulheres;2019;Neoplasias;112001;103.66
BR;Brasil;Mulheres;2019;Aparelho respiratório;80005;70.61
BR;Brasil;Mulheres;2019;Causas externas;28050;25.49
BR;Brasil;Mulheres;2019;Endócrinas e metabólicas;44647;40.29
BR;Brasil;Mulheres;2019;Aparelho digestivo;27194;24.64
BR;Brasil;Mulheres;2019;Infecciosas e parasitárias;25235;22.82
BR;Brasil;Mulheres;2019;Perinatais e malformações;14098;12.42
BR;Brasil;Mulheres;2019;Sinais e achados mal definidos;31857;28.37
BR;Brasil;Mulheres;2019;Demais causas definidas;68044;60.02
BR;Brasil;Mulheres;2020;Aparelho circulatório;168473;146.06
BR;Brasil;Mulheres;2020;Neoplasias;110067;98.99
BR;Brasil;Mulheres;2020;Aparelho respiratório;70234;60.37
BR;Brasil;Mulheres;2020;Causas externas;27375;24.5
BR;Brasil;Mulheres;2020;COVID-19;91050;80.35
BR;Brasil;Mulheres;2020;Endócrinas e metabólicas;48872;42.82
BR;Brasil;Mulheres;2020;Aparelho digestivo;25812;22.74
BR;Brasil;Mulheres;2020;Infecciosas e parasitárias;23758;20.97
BR;Brasil;Mulheres;2020;Perinatais e malformações;12677;11.54
BR;Brasil;Mulheres;2020;Sinais e achados mal definidos;37274;32.29
BR;Brasil;Mulheres;2020;Demais causas definidas;66215;56.79
BR;Brasil;Mulheres;2021;Aparelho circulatório;182172;153.8
BR;Brasil;Mulheres;2021;Neoplasias;112930;99.04
BR;Brasil;Mulheres;2021;Aparelho respiratório;68309;57.34
BR;Brasil;Mulheres;2021;Causas externas;30225;26.65
BR;Brasil;Mulheres;2021;COVID-19;188606;165.34
BR;Brasil;Mulheres;2021;Endócrinas e metabólicas;51547;43.96
BR;Brasil;Mulheres;2021;Aparelho digestivo;28332;24.33
BR;Brasil;Mulheres;2021;Infecciosas e parasitárias;26991;23.34
BR;Brasil;Mulheres;2021;Perinatais e malformações;12696;11.9
BR;Brasil;Mulheres;2021;Sinais e achados mal definidos;39810;33.65
BR;Brasil;Mulheres;2021;Demais causas definidas;74792;62.83
BR;Brasil;Mulheres;2022;Aparelho circulatório;189920;156.23
BR;Brasil;Mulheres;2022;Neoplasias;118192;101.15
BR;Brasil;Mulheres;2022;Aparelho respiratório;87394;71.18
BR;Brasil;Mulheres;2022;Causas externas;32134;27.93
BR;Brasil;Mulheres;2022;COVID-19;30741;25.2
BR;Brasil;Mulheres;2022;Endócrinas e metabólicas;50102;41.5
BR;Brasil;Mulheres;2022;Aparelho digestivo;30493;25.53
BR;Brasil;Mulheres;2022;Infecciosas e parasitárias;29390;24.76
BR;Brasil;Mulheres;2022;Perinatais e malformações;12870;12.43
BR;Brasil;Mulheres;2022;Sinais e achados mal definidos;35058;28.91
BR;Brasil;Mulheres;2022;Demais causas definidas;82207;67.23
BR;Brasil;Mulheres;2023;Aparelho circulatório;182974;146.14
BR;Brasil;Mulheres;2023;Neoplasias;123973;103.16
BR;Brasil;Mulheres;2023;Aparelho respiratório;83842;66.37
BR;Brasil;Mulheres;2023;Causas externas;33118;28.31
BR;Brasil;Mulheres;2023;COVID-19;4893;3.89
BR;Brasil;Mulheres;2023;Endócrinas e metabólicas;47046;37.86
BR;Brasil;Mulheres;2023;Aparelho digestivo;31112;25.31
BR;Brasil;Mulheres;2023;Infecciosas e parasitárias;28202;23.19
BR;Brasil;Mulheres;2023;Perinatais e malformações;12737;12.6
BR;Brasil;Mulheres;2023;Sinais e achados mal definidos;29466;23.7
BR;Brasil;Mulheres;2023;Demais causas definidas;84354;67.09
BR;Brasil;Mulheres;2024;Aparelho circulatório;187379;144.72
BR;Brasil;Mulheres;2024;Neoplasias;129203;104.42
BR;Brasil;Mulheres;2024;Aparelho respiratório;96519;73.83
